created_date,account_name,campaign_objective,impressions,reach,clicks,link_clicks,content_views,add_to_cart,purchase,purchase_value,amount_spent
2023-06-08,Client E - FMCG,Traffic,786037,446429,32619,45119,0,0,0,0,1204597
2023-06-08,Client E - FMCG,Sales,198693,206937,64104,9650,9015,870,13,7341159,1622726
2023-06-08,Client F - FMCG,Traffic,236511,339242,25222,26958,0,0,0,0,3730740
2023-06-08,Client F - FMCG,Sales,355370,437284,31918,10800,8672,611,906,5000461,2446340
2023-06-09,Client A - Fashion,Traffic,981086,257791,37199,47800,0,0,0,0,4150010
2023-06-09,Client A - Fashion,Sales,774247,394052,42953,12642,2626,308,207,6019493,1564675
2023-06-09,Client B - Beauty,Traffic,291785,373518,24348,34734,0,0,0,0,2268724
2023-06-09,Client B - Beauty,Sales,773062,444287,28946,34533,2294,906,243,2500952,4846401
2023-06-09,Client C - Fashion,Traffic,625709,112355,94361,44136,0,0,0,0,4124886
2023-06-09,Client C - Fashion,Sales,808534,169753,72792,12598,4356,784,424,4231235,1612026
2023-06-09,Client D - Beauty,Traffic,254945,142386,68226,46749,0,0,0,0,3930811
2023-06-09,Client D - Beauty,Sales,961713,231602,27445,24190,8051,687,442,1077437,3173336
2023-06-09,Client E - FMCG,Traffic,358086,122255,37416,15732,0,0,0,0,3685691
2023-06-09,Client E - FMCG,Sales,927581,177006,91130,22089,2117,405,175,2934574,1498979
2023-06-09,Client F - FMCG,Traffic,677803,366602,71344,40756,0,0,0,0,4465239
2023-06-09,Client F - FMCG,Sales,532530,108413,78796,36316,9813,707,23,5896062,3905895
2023-06-10,Client A - Fashion,Traffic,701822,495880,22418,42860,0,0,0,0,1387371
2023-06-10,Client A - Fashion,Sales,565594,111850,50317,6668,5129,913,107,2179157,875326
2023-06-10,Client B - Beauty,Traffic,799093,382684,61749,43781,0,0,0,0,473373
2023-06-10,Client B - Beauty,Sales,282164,411803,79956,39289,4806,238,23,633719,2851576
2023-06-10,Client C - Fashion,Traffic,370693,178804,72233,44694,0,0,0,0,411969
2023-06-10,Client C - Fashion,Sales,457505,143241,37837,20663,5540,728,18,4734525,3589581
2023-06-10,Client D - Beauty,Traffic,963474,288645,79263,38137,0,0,0,0,2902721
2023-06-10,Client D - Beauty,Sales,304983,377280,22140,25177,1946,209,973,6689516,3001262
2023-06-10,Client E - FMCG,Traffic,493078,340955,28784,37529,0,0,0,0,3538154
2023-06-10,Client E - FMCG,Sales,737463,150690,13829,37559,3457,713,592,871337,3421813
2023-06-10,Client F - FMCG,Traffic,683100,358154,97317,12646,0,0,0,0,4044398
2023-06-10,Client F - FMCG,Sales,677562,441670,87059,13167,1221,105,946,7740540,4084086
2023-06-11,Client A - Fashion,Traffic,915503,308931,51384,42130,0,0,0,0,2734333
2023-06-11,Client A - Fashion,Sales,808818,278019,58019,35823,1448,430,803,1589304,272366
2023-06-11,Client B - Beauty,Traffic,332557,325248,98863,19104,0,0,0,0,2383027
2023-06-11,Client B - Beauty,Sales,839562,364953,42884,43204,7550,672,248,4024517,187025
2023-06-11,Client C - Fashion,Traffic,443993,119101,97165,49327,0,0,0,0,4136927
2023-06-11,Client C - Fashion,Sales,906732,169045,71496,22416,5368,170,387,763579,3801501
2023-06-11,Client D - Beauty,Traffic,173951,498683,86557,24185,0,0,0,0,129631
2023-06-11,Client D - Beauty,Sales,433614,99033,18223,32735,6491,916,555,633573,3934540
2023-06-11,Client E - FMCG,Traffic,313049,144533,10179,28036,0,0,0,0,2096636
2023-06-11,Client E - FMCG,Sales,762785,427658,95532,43533,1559,883,65,2127549,4509176
2023-06-11,Client F - FMCG,Traffic,632632,303857,74406,11869,0,0,0,0,4117953
2023-06-11,Client F - FMCG,Sales,615277,372292,11777,19572,9143,417,13,3722211,4466717
2023-06-12,Client A - Fashion,Traffic,148950,64478,18337,16985,0,0,0,0,4537366
2023-06-12,Client A - Fashion,Sales,677618,437991,30624,36309,8863,903,867,2820816,2611199
2023-06-12,Client B - Beauty,Traffic,313046,306614,41213,16469,0,0,0,0,3565926
2023-06-12,Client B - Beauty,Sales,197077,168016,71920,41854,3307,431,670,2836451,749826
2023-06-12,Client C - Fashion,Traffic,447055,411580,38715,16930,0,0,0,0,3719457
2023-06-12,Client C - Fashion,Sales,325613,265719,79397,38311,7077,367,127,1419767,3709335
2023-06-12,Client D - Beauty,Traffic,310647,332506,82692,25728,0,0,0,0,4452858
2023-06-12,Client D - Beauty,Sales,681375,208985,27999,18129,2190,662,752,2642792,1767647
2023-06-12,Client E - FMCG,Traffic,176171,314333,22090,13995,0,0,0,0,657089
2023-06-12,Client E - FMCG,Sales,707830,301102,42161,38306,6801,479,956,6253327,4329037
2023-06-12,Client F - FMCG,Traffic,639464,228040,46825,32083,0,0,0,0,2998273
2023-06-12,Client F - FMCG,Sales,453040,473453,31057,26686,4974,901,33,1455657,598020
2023-06-13,Client A - Fashion,Traffic,799381,241859,45443,7009,0,0,0,0,924187
2023-06-13,Client A - Fashion,Sales,653259,155878,50373,15039,9195,734,205,182641,4019193
2023-06-13,Client B - Beauty,Traffic,194724,447475,17731,16729,0,0,0,0,2845015
2023-06-13,Client B - Beauty,Sales,911521,122230,50547,48598,6445,785,160,2642001,2513584
2023-06-13,Client C - Fashion,Traffic,553041,253007,55153,13076,0,0,0,0,205622
2023-06-13,Client C - Fashion,Sales,572604,56260,93015,40030,4529,401,338,5955132,3127675
2023-06-13,Client D - Beauty,Traffic,973693,440856,93502,47520,0,0,0,0,4328428
2023-06-13,Client D - Beauty,Sales,716071,358400,83227,30261,8066,921,399,3182378,4357213
2023-06-13,Client E - FMCG,Traffic,389682,327687,17988,45561,0,0,0,0,2250500
2023-06-13,Client E - FMCG,Sales,940581,103293,85142,15629,6023,235,853,7750456,1659035
2023-06-13,Client F - FMCG,Traffic,551626,231790,76605,7815,0,0,0,0,270692
2023-06-13,Client F - FMCG,Sales,587282,107960,31555,28448,9554,966,757,6267420,948542
2023-06-14,Client A - Fashion,Traffic,852691,312777,63941,44921,0,0,0,0,4219573
2023-06-14,Client A - Fashion,Sales,170737,58311,67925,41661,2614,950,560,2119290,733791
2023-06-14,Client B - Beauty,Traffic,270881,234422,49958,10342,0,0,0,0,3531175
2023-06-14,Client B - Beauty,Sales,151154,197802,51926,5283,8110,797,563,6378211,3507861
2023-06-14,Client C - Fashion,Traffic,280947,409362,69063,32067,0,0,0,0,2999513
2023-06-14,Client C - Fashion,Sales,496894,489260,56117,38353,8711,900,157,825792,2842409
2023-06-14,Client D - Beauty,Traffic,820129,221750,52875,23512,0,0,0,0,4800394
2023-06-14,Client D - Beauty,Sales,793266,130040,22188,26029,9148,489,905,4352148,3639395
2023-06-14,Client E - FMCG,Traffic,532367,463014,19356,14519,0,0,0,0,3254806
2023-06-14,Client E - FMCG,Sales,303909,411722,83317,12679,2065,272,498,7340460,3252205
2023-06-14,Client F - FMCG,Traffic,913486,295159,87663,39976,0,0,0,0,3017167
2023-06-14,Client F - FMCG,Sales,753781,303259,22187,49143,4864,503,915,220739,3211799
2023-06-15,Client A - Fashion,Traffic,748256,375641,39737,40703,0,0,0,0,1564404
2023-06-15,Client A - Fashion,Sales,511482,427487,63064,42436,5961,377,332,6689731,2332228
2023-06-15,Client B - Beauty,Traffic,545500,437916,25508,47464,0,0,0,0,2082112
2023-06-15,Client B - Beauty,Sales,655178,455655,29069,26400,1914,933,914,4131019,1788063
2023-06-15,Client C - Fashion,Traffic,449352,433480,51476,28239,0,0,0,0,2797166
2023-06-15,Client C - Fashion,Sales,691247,395129,11011,10139,3064,603,474,436987,2422680
2023-06-15,Client D - Beauty,Traffic,242194,254050,28566,42044,0,0,0,0,615778
2023-06-15,Client D - Beauty,Sales,298884,312491,45399,36522,2199,384,151,7819429,4157763
2023-06-15,Client E - FMCG,Traffic,127104,191922,64593,29602,0,0,0,0,4357327
2023-06-15,Client E - FMCG,Sales,475860,60266,68347,42454,5394,391,164,5169885,1493486
2023-06-15,Client F - FMCG,Traffic,512977,249024,13370,43602,0,0,0,0,1307612
2023-06-15,Client F - FMCG,Sales,914134,288158,47493,45650,8258,644,318,1353503,3621852
2023-06-16,Client A - Fashion,Traffic,688330,339512,27774,12804,0,0,0,0,4188219
2023-06-16,Client A - Fashion,Sales,789193,53079,86525,27657,8198,380,358,1229578,3028269
2023-06-16,Client B - Beauty,Traffic,538775,64413,77054,27122,0,0,0,0,107801
2023-06-16,Client B - Beauty,Sales,944098,58948,23446,20496,8167,950,992,3313745,1597439
2023-06-16,Client C - Fashion,Traffic,103924,51029,88422,30152,0,0,0,0,1630322
2023-06-16,Client C - Fashion,Sales,969515,194824,95627,40261,9482,231,309,5251426,414496
2023-06-16,Client D - Beauty,Traffic,523019,76537,59473,28156,0,0,0,0,1352874
2023-06-16,Client D - Beauty,Sales,100975,131354,25608,5256,5929,951,854,4738180,4188572
2023-06-16,Client E - FMCG,Traffic,433819,145325,86042,49209,0,0,0,0,2110433
2023-06-16,Client E - FMCG,Sales,799068,352503,76129,38846,6384,808,805,2676756,3399997
2023-06-16,Client F - FMCG,Traffic,985878,116199,79170,16391,0,0,0,0,3108811
2023-06-16,Client F - FMCG,Sales,289561,268700,12404,46049,6315,117,841,1070071,4680769
2023-06-17,Client A - Fashion,Traffic,466363,327738,11659,39057,0,0,0,0,707065
2023-06-17,Client A - Fashion,Sales,535270,289008,75442,23894,4312,847,295,6275130,156575
2023-06-17,Client B - Beauty,Traffic,397274,106781,96511,22760,0,0,0,0,2668023
2023-06-17,Client B - Beauty,Sales,793668,244290,24652,42385,3453,834,878,3308866,4909943
2023-06-17,Client C - Fashion,Traffic,606659,479866,32255,42533,0,0,0,0,2131885
2023-06-17,Client C - Fashion,Sales,666496,393609,57910,10562,1233,150,382,6793872,590481
2023-06-17,Client D - Beauty,Traffic,110013,497950,42146,43648,0,0,0,0,2062656
2023-06-17,Client D - Beauty,Sales,891418,241557,32530,48567,5858,334,403,4836580,854193
2023-06-17,Client E - FMCG,Traffic,947441,405093,27826,18070,0,0,0,0,4362053
2023-06-17,Client E - FMCG,Sales,915014,187282,64272,7272,5221,258,508,2211470,3897686
2023-06-17,Client F - FMCG,Traffic,470119,50930,37676,8453,0,0,0,0,915569
2023-06-17,Client F - FMCG,Sales,863461,114907,68862,23590,3536,545,409,3826050,1786220
2023-06-18,Client A - Fashion,Traffic,823720,139837,74826,38375,0,0,0,0,2136007
2023-06-18,Client A - Fashion,Sales,179539,51149,46438,20153,3851,124,835,4989305,3691831
2023-06-18,Client B - Beauty,Traffic,244061,432522,43983,36200,0,0,0,0,1768674
2023-06-18,Client B - Beauty,Sales,401726,158215,47291,15240,4308,489,805,2013900,2374082
2023-06-18,Client C - Fashion,Traffic,180568,144556,46917,18272,0,0,0,0,3041062
2023-06-18,Client C - Fashion,Sales,776911,121298,51365,47161,8753,690,583,398218,1639718
2023-06-18,Client D - Beauty,Traffic,443010,118443,61882,14617,0,0,0,0,3082506
2023-06-18,Client D - Beauty,Sales,963295,399198,85331,42494,7871,699,893,6653181,3775341
2023-06-18,Client E - FMCG,Traffic,414998,164811,95167,5688,0,0,0,0,2466218
2023-06-18,Client E - FMCG,Sales,979896,392617,19782,36445,8594,223,986,2777074,4714459
2023-06-18,Client F - FMCG,Traffic,648511,139115,73997,43350,0,0,0,0,855099
2023-06-18,Client F - FMCG,Sales,178286,313007,68265,35673,1112,363,941,7336598,3242807
2023-06-19,Client A - Fashion,Traffic,938711,254331,42955,13548,0,0,0,0,3561460
2023-06-19,Client A - Fashion,Sales,618785,61031,74992,25644,9134,783,818,5560722,1996571
2023-06-19,Client B - Beauty,Traffic,510554,327324,98529,38798,0,0,0,0,4241218
2023-06-19,Client B - Beauty,Sales,355411,393212,93152,21717,3352,516,802,2017121,1875769
2023-06-19,Client C - Fashion,Traffic,306111,234978,77196,31293,0,0,0,0,1603464
2023-06-19,Client C - Fashion,Sales,971937,198928,15041,44815,2664,485,519,7007654,2283690
2023-06-19,Client D - Beauty,Traffic,625547,243063,61987,45335,0,0,0,0,1595387
2023-06-19,Client D - Beauty,Sales,118021,132436,88913,31444,9149,325,25,2773981,919141
2023-06-19,Client E - FMCG,Traffic,112215,421518,75657,48852,0,0,0,0,1289983
2023-06-19,Client E - FMCG,Sales,499204,432501,69294,13915,4561,600,783,5246595,3682430
2023-06-19,Client F - FMCG,Traffic,189724,126965,53786,13347,0,0,0,0,348120
2023-06-19,Client F - FMCG,Sales,637408,244969,19551,40503,8015,359,434,185372,2541052
2023-06-20,Client A - Fashion,Traffic,369286,364157,76475,13135,0,0,0,0,1240529
2023-06-20,Client A - Fashion,Sales,660381,80103,21460,27903,6230,599,625,7967694,4727686
2023-06-20,Client B - Beauty,Traffic,564557,496586,22884,27159,0,0,0,0,1668776
2023-06-20,Client B - Beauty,Sales,952748,469063,23650,18545,9814,567,932,6531157,2077694
2023-06-20,Client C - Fashion,Traffic,577886,114290,69803,43817,0,0,0,0,2785132
2023-06-20,Client C - Fashion,Sales,182982,103887,29528,14552,1938,482,447,2412501,876098
2023-06-20,Client D - Beauty,Traffic,429485,208459,74726,33673,0,0,0,0,582055
2023-06-20,Client D - Beauty,Sales,549335,82937,36058,12150,4286,854,678,3127845,1177877
2023-06-20,Client E - FMCG,Traffic,678411,318549,51248,9493,0,0,0,0,1404862
2023-06-20,Client E - FMCG,Sales,134679,427493,96054,45155,2648,328,553,6715281,2465623
2023-06-20,Client F - FMCG,Traffic,414358,101231,13454,17083,0,0,0,0,3877904
2023-06-20,Client F - FMCG,Sales,124636,306183,22177,11653,9720,581,507,1934274,3236460
2023-06-21,Client A - Fashion,Traffic,281453,177235,76431,31002,0,0,0,0,3979469
2023-06-21,Client A - Fashion,Sales,317321,50361,60536,49987,2878,120,194,1758795,4851429
2023-06-21,Client B - Beauty,Traffic,583840,371655,47412,27672,0,0,0,0,1692938
2023-06-21,Client B - Beauty,Sales,847941,312266,39010,11881,5915,788,850,6401707,3785931
2023-06-21,Client C - Fashion,Traffic,236534,304742,37694,21234,0,0,0,0,4657113
2023-06-21,Client C - Fashion,Sales,791101,223465,15271,48100,4909,873,638,1630135,769433
2023-06-21,Client D - Beauty,Traffic,681050,235313,23110,33344,0,0,0,0,321576
2023-06-21,Client D - Beauty,Sales,107033,418046,85343,28525,5800,901,302,1063746,556086
2023-06-21,Client E - FMCG,Traffic,942941,213838,52502,6975,0,0,0,0,3568865
2023-06-21,Client E - FMCG,Sales,300193,498322,96462,47963,9410,264,415,1810418,1869997
2023-06-21,Client F - FMCG,Traffic,916923,447857,58928,39793,0,0,0,0,2111598
2023-06-21,Client F - FMCG,Sales,945184,80230,47595,13583,5119,190,687,4734515,4524363
2023-06-22,Client A - Fashion,Traffic,165004,306804,91057,31036,0,0,0,0,3443262
2023-06-22,Client A - Fashion,Sales,223419,204665,52994,12371,9869,949,866,4073210,274136
2023-06-22,Client B - Beauty,Traffic,997832,454192,94777,13432,0,0,0,0,2509084
2023-06-22,Client B - Beauty,Sales,570102,259035,27885,28714,5897,137,424,4083063,4232555
2023-06-22,Client C - Fashion,Traffic,359000,243653,27507,38386,0,0,0,0,4139128
2023-06-22,Client C - Fashion,Sales,306911,305712,39684,11317,1659,161,685,6827686,1639481
2023-06-22,Client D - Beauty,Traffic,562577,69975,26608,12351,0,0,0,0,2874113
2023-06-22,Client D - Beauty,Sales,848189,101141,63738,36636,9719,693,618,5235604,159511
2023-06-22,Client E - FMCG,Traffic,904749,123940,21460,35605,0,0,0,0,3229623
2023-06-22,Client E - FMCG,Sales,339843,71150,19107,42022,7104,100,949,3713226,2661967
2023-06-22,Client F - FMCG,Traffic,329188,265862,16277,41576,0,0,0,0,1348673
2023-06-22,Client F - FMCG,Sales,203185,341885,85482,8185,6168,204,415,2319649,2043070
2023-06-23,Client A - Fashion,Traffic,771232,462699,44309,44109,0,0,0,0,1194317
2023-06-23,Client A - Fashion,Sales,820284,301219,85073,27825,9716,206,576,6647571,3860768
2023-06-23,Client B - Beauty,Traffic,120380,233551,64123,29238,0,0,0,0,3350506
2023-06-23,Client B - Beauty,Sales,140802,341607,50904,45713,8906,714,396,7218839,177721
2023-06-23,Client C - Fashion,Traffic,620501,348027,82051,24236,0,0,0,0,645644
2023-06-23,Client C - Fashion,Sales,192786,474936,22259,14093,3655,349,199,3197522,377177
2023-06-23,Client D - Beauty,Traffic,905724,194269,38862,19291,0,0,0,0,1844500
2023-06-23,Client D - Beauty,Sales,985292,230718,79383,40990,8579,527,48,2311886,2122826
2023-06-23,Client E - FMCG,Traffic,882080,300635,98561,5140,0,0,0,0,975354
2023-06-23,Client E - FMCG,Sales,661697,300866,61030,19873,2813,945,784,3926172,3680676
2023-06-23,Client F - FMCG,Traffic,536293,287844,25526,25363,0,0,0,0,1468446
2023-06-23,Client F - FMCG,Sales,929961,79758,31030,9011,7902,964,362,351474,606251
2023-06-24,Client A - Fashion,Traffic,563276,304939,57251,8803,0,0,0,0,3642323
2023-06-24,Client A - Fashion,Sales,152972,204403,70607,36217,1948,897,536,7813148,3290984
2023-06-24,Client B - Beauty,Traffic,670980,169101,32892,29096,0,0,0,0,3443017
2023-06-24,Client B - Beauty,Sales,274524,67224,98426,9660,7413,447,496,3076925,3383940
2023-06-24,Client C - Fashion,Traffic,720408,350438,50709,6363,0,0,0,0,4902371
2023-06-24,Client C - Fashion,Sales,521515,433624,13641,38654,7139,351,690,2848886,3121699
2023-06-24,Client D - Beauty,Traffic,461276,72181,77190,38629,0,0,0,0,3672657
2023-06-24,Client D - Beauty,Sales,353275,269630,56413,22521,8588,594,303,2232795,1014891
2023-06-24,Client E - FMCG,Traffic,891245,417865,67208,24433,0,0,0,0,1146866
2023-06-24,Client E - FMCG,Sales,438071,460811,94795,43645,6979,320,330,7404480,1572430
2023-06-24,Client F - FMCG,Traffic,957792,60505,42359,13516,0,0,0,0,2868729
2023-06-24,Client F - FMCG,Sales,752519,110134,73417,8573,8358,735,434,4560248,3794114
2023-06-25,Client A - Fashion,Traffic,361757,454451,97526,40589,0,0,0,0,4253046
2023-06-25,Client A - Fashion,Sales,997999,214231,88626,46020,6877,519,703,4902003,796876
2023-06-25,Client B - Beauty,Traffic,815981,417655,52160,32116,0,0,0,0,3397184
2023-06-25,Client B - Beauty,Sales,802830,420790,49510,45356,4815,144,732,6656547,2868664
2023-06-25,Client C - Fashion,Traffic,568082,387497,51897,41129,0,0,0,0,3907811
2023-06-25,Client C - Fashion,Sales,583708,345332,52022,29660,7788,794,457,5174766,134929
2023-06-25,Client D - Beauty,Traffic,509673,253369,29921,40821,0,0,0,0,4912148
2023-06-25,Client D - Beauty,Sales,213958,105467,53076,24404,8241,419,218,7152047,2714271
2023-06-25,Client E - FMCG,Traffic,192679,374408,64777,27791,0,0,0,0,4909262
2023-06-25,Client E - FMCG,Sales,486780,161966,96505,44842,4432,524,840,1969910,2908998
2023-06-25,Client F - FMCG,Traffic,805583,101506,25739,41830,0,0,0,0,2478826
2023-06-25,Client F - FMCG,Sales,594241,177232,53805,44737,4043,310,38,7328729,4630747
2023-06-26,Client A - Fashion,Traffic,107439,73478,60081,7081,0,0,0,0,2970510
2023-06-26,Client A - Fashion,Sales,403860,234328,90419,39994,3787,350,825,6057924,1857793
2023-06-26,Client B - Beauty,Traffic,968049,334289,41875,45701,0,0,0,0,2124732
2023-06-26,Client B - Beauty,Sales,867363,408874,15124,32245,6050,852,120,7998479,4829027
2023-06-26,Client C - Fashion,Traffic,150695,331531,90112,42439,0,0,0,0,466800
2023-06-26,Client C - Fashion,Sales,287346,406776,81877,16390,4581,285,47,7112183,2678805
2023-06-26,Client D - Beauty,Traffic,362113,89204,82950,14258,0,0,0,0,4972975
2023-06-26,Client D - Beauty,Sales,979261,472631,59351,8025,6570,580,631,2192645,4672192
2023-06-26,Client E - FMCG,Traffic,748543,230477,24327,43133,0,0,0,0,2902530
2023-06-26,Client E - FMCG,Sales,915536,94797,46661,6822,5557,828,617,6572314,2442092
2023-06-26,Client F - FMCG,Traffic,428427,231561,25625,14813,0,0,0,0,1499791
2023-06-26,Client F - FMCG,Sales,737924,297237,78168,44616,6919,690,413,4369864,1737515
2023-06-27,Client A - Fashion,Traffic,395184,245200,83471,20969,0,0,0,0,2209595
2023-06-27,Client A - Fashion,Sales,369318,104632,26051,30525,1831,936,793,4042604,177159
2023-06-27,Client B - Beauty,Traffic,600102,462349,18513,24102,0,0,0,0,4528573
2023-06-27,Client B - Beauty,Sales,948169,77152,29515,46265,2529,475,385,7819878,1635183
2023-06-27,Client C - Fashion,Traffic,585212,275077,65502,14698,0,0,0,0,1098425
2023-06-27,Client C - Fashion,Sales,652343,340012,21363,44911,2390,715,183,7641002,1178712
2023-06-27,Client D - Beauty,Traffic,472643,444952,69118,38833,0,0,0,0,4715113
2023-06-27,Client D - Beauty,Sales,848029,451648,33986,40311,8520,646,906,955652,793586
2023-06-27,Client E - FMCG,Traffic,721892,358439,59182,16905,0,0,0,0,4628400
2023-06-27,Client E - FMCG,Sales,935291,108957,14404,14217,3580,265,977,3793005,1769419
2023-06-27,Client F - FMCG,Traffic,216639,413960,81753,24635,0,0,0,0,615259
2023-06-27,Client F - FMCG,Sales,454289,376400,72383,49757,6125,530,277,7708571,4090002
2023-06-28,Client A - Fashion,Traffic,578463,61678,91660,28185,0,0,0,0,1490558
2023-06-28,Client A - Fashion,Sales,376024,364630,29946,25905,9899,728,961,4809183,3817757
2023-06-28,Client B - Beauty,Traffic,121605,83207,31443,45920,0,0,0,0,1024678
2023-06-28,Client B - Beauty,Sales,491739,51986,68112,43212,8486,201,126,204549,2182997
2023-06-28,Client C - Fashion,Traffic,249459,349289,34278,45704,0,0,0,0,273571
2023-06-28,Client C - Fashion,Sales,735235,229110,64043,5700,7174,934,206,635357,2525089
2023-06-28,Client D - Beauty,Traffic,156611,434563,79451,41692,0,0,0,0,4594963
2023-06-28,Client D - Beauty,Sales,943247,131000,65816,49585,2344,964,911,2196806,3641859
2023-06-28,Client E - FMCG,Traffic,419909,132397,98587,26956,0,0,0,0,954817
2023-06-28,Client E - FMCG,Sales,713561,247723,13614,16921,6759,585,137,7152041,1682246
2023-06-28,Client F - FMCG,Traffic,727188,248150,28512,19655,0,0,0,0,2530180
2023-06-28,Client F - FMCG,Sales,610279,321636,81795,18494,3461,957,663,2223713,3691585
2023-06-29,Client A - Fashion,Traffic,620110,88665,20882,13382,0,0,0,0,1771001
2023-06-29,Client A - Fashion,Sales,921610,113617,38926,25419,4253,422,743,5524256,2403534
2023-06-29,Client B - Beauty,Traffic,688955,58768,75015,16070,0,0,0,0,1273824
2023-06-29,Client B - Beauty,Sales,461112,141503,53539,27291,8126,594,564,3339591,3570909
2023-06-29,Client C - Fashion,Traffic,503727,235616,56589,49610,0,0,0,0,1237121
2023-06-29,Client C - Fashion,Sales,707208,478456,19059,13096,9354,647,195,3251011,4551608
2023-06-29,Client D - Beauty,Traffic,446019,193143,15698,33590,0,0,0,0,2367001
2023-06-29,Client D - Beauty,Sales,989416,342286,39587,29866,8258,468,790,5233312,2067132
2023-06-29,Client E - FMCG,Traffic,380992,452595,75940,44322,0,0,0,0,4922915
2023-06-29,Client E - FMCG,Sales,328069,312011,63664,35406,6335,949,989,873085,381553
2023-06-29,Client F - FMCG,Traffic,498269,163575,96332,10723,0,0,0,0,3362541
2023-06-29,Client F - FMCG,Sales,616804,64859,33612,36867,2282,531,700,4723094,719921
2023-06-30,Client A - Fashion,Traffic,899031,325472,35162,31355,0,0,0,0,2661326
2023-06-30,Client A - Fashion,Sales,455474,424924,69411,5111,9253,385,898,2107873,4133891
2023-06-30,Client B - Beauty,Traffic,825094,236666,25201,17565,0,0,0,0,2398553
2023-06-30,Client B - Beauty,Sales,400057,278214,24001,10510,3107,809,620,5558529,3239458
2023-06-30,Client C - Fashion,Traffic,880240,333172,71106,24584,0,0,0,0,3325171
2023-06-30,Client C - Fashion,Sales,172659,264053,48258,6558,7344,933,23,5673227,4376851
2023-06-30,Client D - Beauty,Traffic,813173,175173,22215,46315,0,0,0,0,2789110
2023-06-30,Client D - Beauty,Sales,698854,199372,37573,48508,9105,605,100,3257296,4550580
2023-06-30,Client E - FMCG,Traffic,731242,208030,23693,27855,0,0,0,0,4535121
2023-06-30,Client E - FMCG,Sales,480902,417577,43427,5243,5350,608,140,765244,824664
2023-06-30,Client F - FMCG,Traffic,155002,465950,71742,15058,0,0,0,0,4073490
2023-06-30,Client F - FMCG,Sales,912353,330190,78625,33879,6884,852,660,5676568,2341146
2023-07-01,Client A - Fashion,Traffic,721318,294985,92951,12074,0,0,0,0,707266
2023-07-01,Client A - Fashion,Sales,530854,135221,94983,10733,6441,966,310,400727,886980
2023-07-01,Client B - Beauty,Traffic,626289,416338,74250,31865,0,0,0,0,278580
2023-07-01,Client B - Beauty,Sales,536491,392405,72021,35818,4123,993,271,498498,2395610
2023-07-01,Client C - Fashion,Traffic,582829,133663,29323,14095,0,0,0,0,343015
2023-07-01,Client C - Fashion,Sales,362771,279959,65034,19787,1851,734,674,4931966,3692436
2023-07-01,Client D - Beauty,Traffic,287707,282353,97525,38207,0,0,0,0,1862699
2023-07-01,Client D - Beauty,Sales,399702,466753,46297,34367,3809,160,138,3319017,4492434
2023-07-01,Client E - FMCG,Traffic,728754,324045,82522,13331,0,0,0,0,3695208
2023-07-01,Client E - FMCG,Sales,922783,82792,97512,45869,6703,602,502,7219800,3583216
2023-07-01,Client F - FMCG,Traffic,860230,288917,77469,39285,0,0,0,0,1798848
2023-07-01,Client F - FMCG,Sales,360638,477104,67255,26194,8607,639,525,4798537,4421346
2023-07-02,Client A - Fashion,Traffic,891006,52980,71022,29396,0,0,0,0,4425002
2023-07-02,Client A - Fashion,Sales,359400,261488,52028,25428,6815,617,713,169609,3664720
2023-07-02,Client B - Beauty,Traffic,976556,360532,70377,40674,0,0,0,0,2734754
2023-07-02,Client B - Beauty,Sales,930187,146337,42653,44793,8170,759,867,4768333,1752345
2023-07-02,Client C - Fashion,Traffic,727209,479231,34938,13173,0,0,0,0,1299697
2023-07-02,Client C - Fashion,Sales,952691,476929,36374,38966,8764,756,84,981225,4589303
2023-07-02,Client D - Beauty,Traffic,552435,114489,77146,26395,0,0,0,0,4124767
2023-07-02,Client D - Beauty,Sales,903717,80841,18056,6382,6965,605,18,7335103,1014775
2023-07-02,Client E - FMCG,Traffic,871521,286458,18525,46257,0,0,0,0,1737616
2023-07-02,Client E - FMCG,Sales,534474,96661,83150,5192,3282,842,996,5741159,609698
2023-07-02,Client F - FMCG,Traffic,227253,436948,15949,38762,0,0,0,0,4037523
2023-07-02,Client F - FMCG,Sales,641014,280195,77544,16351,7214,921,496,2534463,1219741
2023-07-03,Client A - Fashion,Traffic,338867,386477,93848,7375,0,0,0,0,1603049
2023-07-03,Client A - Fashion,Sales,805337,81108,85331,20067,8859,749,756,1800764,2548248
2023-07-03,Client B - Beauty,Traffic,489089,287922,18646,19990,0,0,0,0,1902130
2023-07-03,Client B - Beauty,Sales,971876,401370,80249,32575,3365,825,647,5166032,1019582
2023-07-03,Client C - Fashion,Traffic,194629,277405,55667,38624,0,0,0,0,704625
2023-07-03,Client C - Fashion,Sales,325609,57663,31385,39750,1937,864,515,908318,3594017
2023-07-03,Client D - Beauty,Traffic,283236,94703,32285,30182,0,0,0,0,4100765
2023-07-03,Client D - Beauty,Sales,948294,409068,60794,14675,4164,645,754,1433345,857807
2023-07-03,Client E - FMCG,Traffic,417756,58577,89993,38541,0,0,0,0,2380966
2023-07-03,Client E - FMCG,Sales,667291,356676,22648,44588,7706,577,975,3661441,1665447
2023-07-03,Client F - FMCG,Traffic,761851,397942,49266,28693,0,0,0,0,2434737
2023-07-03,Client F - FMCG,Sales,582282,319375,29342,13709,1853,928,16,3599648,4034079
